Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log
-1.7238489498529164,0.0507038682586067,RL,-0.13082308281692623,-0.17525752442782702,Pave,Nenhum,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.8849182223819823,-0.5575438927951684,1.088308256524854,0.9153033077507484,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.7601003998867233,Gd,TA,PConc,Gd,TA,No,GLQ,0.7959147845423675,Unf,-0.2936089315175484,-0.9998719489474346,-0.5000129330096171,GasA,Ex,Y,SBrkr,-0.7735267020148605,1.314316878834813,-0.11378314922750869,0.7125978871209396,1.1871878865208392,-0.2484350058437196,0.9442221337357041,1.2506075183282164,0.2167273134301662,-0.18861420843089244,Gd,1.2007933282952492,Typ,-0.8888796421072511,Nenhum,Attchd,0.3029419991855512,RFn,0.4546675924112423,0.53340155821104,TA,TA,Y,-0.7369731079285163,0.3188406146249206,-0.37606990707823806,-0.10395193728798917,-0.27020023203345345,-0.040091552114964624,Nenhum,Nenhum,Nenhum,-0.07770512885089968,-1.5940469174228846,0.14488220148963307,WD,Normal,208500,0.8794716522466607
-1.7214838165177595,-0.8788046834342276,RL,0.6630642243098916,0.19273829187479175,Pave,Nenhum,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,0.046574643283262065,2.1580228321130654,0.1978090477235379,-0.39656492843823693,Gable,CompShg,MetalSd,MetalSd,Nenhum,-0.5552110999087274,TA,TA,CBlock,Gd,TA,Gd,ALQ,1.5065452469591238,Unf,-0.2936089315175484,-0.6780432293653625,0.7966315591270011,GasA,Ex,Y,SBrkr,0.5700776925122282,-0.806455781658367,-0.11378314922750869,-0.3860315748158155,-0.7893367181157322,3.8115160107075927,0.9442221337357041,-0.7433007458099667,0.2167273134301662,-0.18861420843089244,TA,-0.20816776168368278,Typ,0.7637977763017398,TA,Attchd,0.2445933093030183,RFn,0.4546675924112423,0.07829174614345256,TA,TA,Y,1.844762579176988,-0.7000130968438566,-0.37606990707823806,-0.10395193728798917,-0.27020023203345345,-0.040091552114964624,Nenhum,Nenhum,Nenhum,-0.07770512885089968,-0.4828366621716838,-0.6080202849127639,WD,Normal,181500,0.45694621727900003
-1.7191186831826029,0.0507038682586067,RL,0.02795437860843735,0.720732289178549,Pave,Nenhum,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.8849182223819823,-0.5575438927951684,1.0223453521692012,0.8667155952993045,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.5319341193099615,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.2211401458229324,Unf,-0.2936089315175484,-0.3177871999824461,-0.2956157716875886,GasA,Ex,Y,SBrkr,-0.5617269945032012,1.3441169630571996,-0.11378314922750869,0.8989725279852107,1.1871878865208392,-0.2484350058437196,0.9442221337357041,1.2506075183282164,0.2167273134301662,-0.18861420843089244,Gd,-0.20816776168368278,Typ,0.7637977763017398,TA,Attchd,0.2986198740090673,RFn,0.4546675924112423,0.8437037028025768,TA,TA,Y,-0.7369731079285163,0.0014927372821867274,-0.37606990707823806,-0.10395193728798917,-0.27020023203345345,-0.040091552114964624,Nenhum,Nenhum,Nenhum,-0.07770512885089968,0.9987770114965837,0.14488220148963307,WD,Normal,223500,1.0911326166379622
-1.716753549847446,0.28308100618181525,RL,-0.3954521851925322,0.17673847377467788,Pave,Nenhum,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.8849182223819823,-0.5575438927951684,-1.8140595351238802,-0.6880912031469003,Gable,CompShg,Wd Sdng,Wd Shng,Nenhum,-0.5552110999087274,TA,TA,BrkTil,TA,Gd,No,ALQ,-0.4842650926054653,Unf,-0.2936089315175484,-0.06320627255185184,-0.8193834975752866,GasA,Gd,Y,SBrkr,-0.42604280687854446,1.070949524351989,-0.11378314922750869,0.7297639724637015,1.1871878865208392,-0.2484350058437196,-0.96575162864173,-0.7433007458099667,0.2167273134301662,-0.18861420843089244,Gd,0.4963127833057832,Typ,0.7637977763017398,Gd,Detchd,0.2921366862443414,Unf,1.8664104668481492,1.019541584737781,TA,TA,Y,-0.7369731079285163,-0.11542490173882049,4.122547007648531,-0.10395193728798917,-0.27020023203345345,-0.040091552114964624,Nenhum,Nenhum,Nenhum,-0.07770512885089968,-1.5940469174228846,-1.360922771315161,WD,Abnorml,140000,-0.3340141825390506
-1.7143884165122891,0.0507038682586067,RL,0.8747675062103765,1.6839213388054033,Pave,Nenhum,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.7232618014807024,-0.5575438927951684,0.9893638999913745,0.7695401703964166,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.7935594354402917,Gd,TA,PConc,Gd,TA,Av,GLQ,0.6626715728392257,Unf,-0.2936089315175484,-0.18329161567949065,0.4229679985851678,GasA,Ex,Y,SBrkr,0.182881352217476,1.8085016088560575,-0.11378314922750869,1.9093192653020479,1.1871878865208392,-0.2484350058437196,0.9442221337357041,1.2506075183282164,1.5170911940111647,-0.18861420843089244,Gd,1.9052738732847152,Typ,0.7637977763017398,TA,Attchd,0.29645881142082536,RFn,1.8664104668481492,2.0228518522504166,TA,TA,Y,0.9264270663139563,0.70299857140823,-0.37606990707823806,-0.10395193728798917,-0.27020023203345345,-0.040091552114964624,Nenhum,Nenhum,Nenhum,-0.07770512885089968,2.1099872667477846,0.14488220148963307,WD,Normal,250000,1.4325131478717439
-1.7120232831771325,-0.18167326966460187,RL,0.9276933266854976,1.6375218663150732,Pave,Nenhum,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,-0.7917689358154582,-0.5575438927951684,0.7584937347465889,0.5266016081391972,Gable,CompShg,VinylSd,VinylSd,Nenhum,-0.5552110999087274,TA,TA,Wood,Gd,TA,No,GLQ,0.8638426963910281,Unf,-0.2936089315175484,-1.2064187391269734,-0.6916352717490188,GasA,Ex,Y,SBrkr,-0.972088927807041,0.5991148574975346,-0.11378314922750869,-0.14080178420493267,1.1871878865208392,-0.2484350058437196,-0.96575162864173,1.2506075183282164,-2.3840004477318306,-0.18861420843089244,TA,-0.9126483066731488,Typ,-0.8888796421072511,Nenhum,Attchd,0.2813313733031316,Unf,0.4546675924112423,0.18172579434063152,TA,TA,Y,-0.3904314049613345,-0.19893750103953992,-0.37606990707823806,11.465540629426775,-0.27020023203345345,-0.040091552114964624,Nenhum,MnPrv,Shed,1.4207608241029681,1.3691804299136507,0.8977846878920301,WD,Normal,143000,-0.2694177305626846
-1.7096581498419756,-0.8788046834342276,RL,0.3984351219342857,0.3476165310838939,Pave,Nenhum,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.7232618014807024,-0.5575438927951684,1.1212897087026807,1.0124787326536362,Gable,CompShg,VinylSd,VinylSd,Stone,0.6929926703053227,Gd,TA,PConc,Ex,TA,Av,GLQ,2.5280765366832108,Unf,-0.2936089315175484,-0.5987869029011209,2.15076275288544,GasA,Ex,Y,SBrkr,1.9997257182159283,-0.806455781658367,-0.11378314922750869,0.6733611206231984,1.1871878865208392,-0.2484350058437196,0.9442221337357041,-0.7433007458099667,0.2167273134301662,-0.18861420843089244,Gd,0.4963127833057832,Typ,0.7637977763017398,Gd,Attchd,0.3051030617737932,RFn,0.4546675924112423,0.9885113702786273,TA,TA,Y,1.4722302484872676,0.25203053518434504,-0.37606990707823806,-0.10395193728798917,-0.27020023203345345,-0.040091552114964624,Nenhum,Nenhum,Nenhum,-0.07770512885089968,0.6283735930795169,-0.6080202849127639,WD,Normal,307000,2.0582643194499832
-1.707293016506819,0.0507038682586067,RL,0.6630642243098916,0.4429754469605725,Pave,Nenhum,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.8849182223819823,0.34764501550757615,0.09886469119005832,-0.5423280657925686,Gable,CompShg,HdBoard,HdBoard,Stone,1.0553744100448856,TA,TA,CBlock,Gd,TA,Mn,ALQ,1.195644419651793,BLQ,-0.08429980030495234,-0.8413592960189513,0.3016071840502134,GasA,Ex,Y,SBrkr,0.0571252758824283,1.6346677842254689,-0.11378314922750869,1.6444710914422944,1.1871878865208392,-0.2484350058437196,0.9442221337357041,1.2506075183282164,0.2167273134301662,-0.18861420843089244,TA,0.4963127833057832,Typ,2.416475194710731,TA,Attchd,0.23811012153829245,RFn,0.4546675924112423,0.2024126039800673,TA,TA,Y,1.2989593970036768,2.7073009546254965,3.394829565560377,-0.10395193728798917,-0.27020023203345345,-0.040091552114964624,Nenhum,Nenhum,Shed,0.6715278476260342,1.7395838483307176,0.8977846878920301,WD,Normal,200000,0.7526632373072741
-1.704927883171662,-0.18167326966460187,RM,-0.8717845694686229,-0.9208490478931328,Pave,Nenhum,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.8849182223819823,-0.5575438927951684,-1.2863563002786558,-1.6598454521757784,Gable,CompShg,BrkFace,Wd Shng,Nenhum,-0.5552110999087274,TA,TA,BrkTil,TA,TA,No,Unf,-1.0485892833481836,Unf,-0.2936089315175484,0.9262969548198919,-0.19341719102657434,GasA,Gd,Y,FuseF,-0.2241712106564942,1.061016162944527,-0.11378314922750869,0.8695449531119047,-0.7893367181157322,-0.2484350058437196,0.9442221337357041,-0.7433007458099667,-1.0836365671508323,4.691778434718455,TA,1.2007933282952492,Min1,2.416475194710731,TA,Detchd,0.14734549283213016,Unf,0.4546675924112423,0.11966536542232414,Fa,TA,Y,0.04274572374764272,-0.7000130968438566,3.014431811741569,-0.10395193728798917,-0.27020023203345345,-0.040091552114964624,Nenhum,Nenhum,Nenhum,-0.07770512885089968,-0.8532400805887507,0.14488220148963307,WD,Abnorml,129900,-0.5621422696515402
-1.7025627498365052,3.0716066612603177,RL,-0.9247103899437441,-0.5048537772901724,Pave,Nenhum,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,-0.7917689358154582,0.34764501550757615,-1.0225046828560436,-1.6598454521757784,Gable,CompShg,MetalSd,MetalSd,Nenhum,-0.5552110999087274,TA,TA,BrkTil,TA,TA,No,GLQ,1.174743523698359,Unf,-0.2936089315175484,-1.0238890175729622,-0.06886267084596324,GasA,Ex,Y,SBrkr,-0.042155837013662,-0.806455781658367,-0.11378314922750869,-0.8397066874459488,1.1871878865208392,-0.2484350058437196,-0.96575162864173,-0.7433007458099667,-1.0836365671508323,4.691778434718455,TA,-0.9126483066731488,Typ,2.416475194710731,TA,Attchd,0.16463399353806582,RFn,-0.9570752820256646,-1.240492368370579,Gd,TA,Y,-0.7369731079285163,-0.633203017403281,-0.37606990707823806,-0.10395193728798917,-0.27020023203345345,-0.040091552114964624,Nenhum,Nenhum,Nenhum,-0.07770512885089968,-1.9644503358399514,0.14488220148963307,WD,Normal,118000,-0.8548683976106917
