MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,SalePrice_log,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Nenhum,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Nenhum,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Nenhum,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasW,Heating_Grav,Heating_OthW,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Typ,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Nenhum,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_Nenhum,GarageFinish_Nenhum,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Gd,GarageQual_Nenhum,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_Nenhum,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,PoolQC_Gd,PoolQC_Nenhum,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_Nenhum,MiscFeature_Nenhum,MiscFeature_Othr,MiscFeature_Shed,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
0.0507038682586067,-0.1308230828169262,-0.175257524427827,0.8849182223819823,-0.5575438927951684,1.088308256524854,0.9153033077507484,0.7601003998867233,0.7959147845423675,-0.2936089315175484,-0.9998719489474346,-0.5000129330096171,-0.7735267020148605,1.314316878834813,-0.1137831492275086,0.7125978871209396,1.1871878865208392,-0.2484350058437196,0.944222133735704,1.2506075183282164,0.2167273134301662,-0.1886142084308924,1.2007933282952492,-0.8888796421072511,0.3029419991855512,0.4546675924112423,0.53340155821104,-0.7369731079285163,0.3188406146249206,-0.376069907078238,-0.1039519372879891,-0.2702002320334534,-0.0400915521149646,-0.0777051288508996,-1.5940469174228846,0.144882201489633,208500,0.8794716522466607,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.8788046834342276,0.6630642243098916,0.1927382918747917,0.046574643283262,2.158022832113065,0.1978090477235379,-0.3965649284382369,-0.5552110999087274,1.5065452469591238,-0.2936089315175484,-0.6780432293653625,0.7966315591270011,0.5700776925122282,-0.806455781658367,-0.1137831492275086,-0.3860315748158155,-0.7893367181157322,3.8115160107075927,0.944222133735704,-0.7433007458099667,0.2167273134301662,-0.1886142084308924,-0.2081677616836827,0.7637977763017398,0.2445933093030183,0.4546675924112423,0.0782917461434525,1.844762579176988,-0.7000130968438566,-0.376069907078238,-0.1039519372879891,-0.2702002320334534,-0.0400915521149646,-0.0777051288508996,-0.4828366621716838,-0.6080202849127639,181500,0.456946217279,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.0507038682586067,0.0279543786084373,0.720732289178549,0.8849182223819823,-0.5575438927951684,1.0223453521692012,0.8667155952993045,0.5319341193099615,0.2211401458229324,-0.2936089315175484,-0.3177871999824461,-0.2956157716875886,-0.5617269945032012,1.3441169630571996,-0.1137831492275086,0.8989725279852107,1.1871878865208392,-0.2484350058437196,0.944222133735704,1.2506075183282164,0.2167273134301662,-0.1886142084308924,-0.2081677616836827,0.7637977763017398,0.2986198740090673,0.4546675924112423,0.8437037028025768,-0.7369731079285163,0.0014927372821867,-0.376069907078238,-0.1039519372879891,-0.2702002320334534,-0.0400915521149646,-0.0777051288508996,0.9987770114965836,0.144882201489633,223500,1.0911326166379622,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.2830810061818152,-0.3954521851925322,0.1767384737746778,0.8849182223819823,-0.5575438927951684,-1.81405953512388,-0.6880912031469003,-0.5552110999087274,-0.4842650926054653,-0.2936089315175484,-0.0632062725518518,-0.8193834975752866,-0.4260428068785444,1.070949524351989,-0.1137831492275086,0.7297639724637015,1.1871878865208392,-0.2484350058437196,-0.96575162864173,-0.7433007458099667,0.2167273134301662,-0.1886142084308924,0.4963127833057832,0.7637977763017398,0.2921366862443414,1.8664104668481487,1.019541584737781,-0.7369731079285163,-0.1154249017388204,4.122547007648531,-0.1039519372879891,-0.2702002320334534,-0.0400915521149646,-0.0777051288508996,-1.5940469174228846,-1.360922771315161,140000,-0.3340141825390506,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.0507038682586067,0.8747675062103765,1.6839213388054033,1.7232618014807024,-0.5575438927951684,0.9893638999913744,0.7695401703964166,1.7935594354402915,0.6626715728392257,-0.2936089315175484,-0.1832916156794906,0.4229679985851678,0.182881352217476,1.8085016088560573,-0.1137831492275086,1.909319265302048,1.1871878865208392,-0.2484350058437196,0.944222133735704,1.2506075183282164,1.5170911940111649,-0.1886142084308924,1.9052738732847152,0.7637977763017398,0.2964588114208253,1.8664104668481487,2.0228518522504166,0.9264270663139564,0.70299857140823,-0.376069907078238,-0.1039519372879891,-0.2702002320334534,-0.0400915521149646,-0.0777051288508996,2.1099872667477846,0.144882201489633,250000,1.432513147871744,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.1816732696646018,0.9276933266854976,1.6375218663150732,-0.7917689358154582,-0.5575438927951684,0.7584937347465889,0.5266016081391972,-0.5552110999087274,0.8638426963910281,-0.2936089315175484,-1.2064187391269734,-0.6916352717490188,-0.972088927807041,0.5991148574975346,-0.1137831492275086,-0.1408017842049326,1.1871878865208392,-0.2484350058437196,-0.96575162864173,1.2506075183282164,-2.3840004477318306,-0.1886142084308924,-0.9126483066731488,-0.8888796421072511,0.2813313733031316,0.4546675924112423,0.1817257943406315,-0.3904314049613345,-0.1989375010395399,-0.376069907078238,11.465540629426776,-0.2702002320334534,-0.0400915521149646,1.420760824102968,1.3691804299136507,0.8977846878920301,143000,-0.2694177305626846,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.8788046834342276,0.3984351219342857,0.3476165310838939,1.7232618014807024,-0.5575438927951684,1.1212897087026807,1.0124787326536362,0.6929926703053227,2.5280765366832108,-0.2936089315175484,-0.5987869029011209,2.15076275288544,1.9997257182159285,-0.806455781658367,-0.1137831492275086,0.6733611206231984,1.1871878865208392,-0.2484350058437196,0.944222133735704,-0.7433007458099667,0.2167273134301662,-0.1886142084308924,0.4963127833057832,0.7637977763017398,0.3051030617737932,0.4546675924112423,0.9885113702786272,1.4722302484872676,0.252030535184345,-0.376069907078238,-0.1039519372879891,-0.2702002320334534,-0.0400915521149646,-0.0777051288508996,0.6283735930795169,-0.6080202849127639,307000,2.0582643194499832,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.0507038682586067,0.6630642243098916,0.4429754469605725,0.8849182223819823,0.3476450155075761,0.0988646911900583,-0.5423280657925686,1.0553744100448856,1.195644419651793,-0.0842998003049523,-0.8413592960189513,0.3016071840502134,0.0571252758824283,1.6346677842254689,-0.1137831492275086,1.6444710914422944,1.1871878865208392,-0.2484350058437196,0.944222133735704,1.2506075183282164,0.2167273134301662,-0.1886142084308924,0.4963127833057832,2.416475194710731,0.2381101215382924,0.4546675924112423,0.2024126039800673,1.2989593970036768,2.7073009546254965,3.394829565560377,-0.1039519372879891,-0.2702002320334534,-0.0400915521149646,0.6715278476260342,1.7395838483307176,0.8977846878920301,200000,0.7526632373072741,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.1816732696646018,-0.8717845694686229,-0.9208490478931328,0.8849182223819823,-0.5575438927951684,-1.2863563002786558,-1.6598454521757784,-0.5552110999087274,-1.0485892833481836,-0.2936089315175484,0.926296954819892,-0.1934171910265743,-0.2241712106564942,1.061016162944527,-0.1137831492275086,0.8695449531119047,-0.7893367181157322,-0.2484350058437196,0.944222133735704,-0.7433007458099667,-1.0836365671508323,4.691778434718455,1.2007933282952492,2.416475194710731,0.1473454928321301,0.4546675924112423,0.1196653654223241,0.0427457237476427,-0.7000130968438566,3.014431811741569,-0.1039519372879891,-0.2702002320334534,-0.0400915521149646,-0.0777051288508996,-0.8532400805887507,0.144882201489633,129900,-0.5621422696515402,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3.0716066612603177,-0.924710389943744,-0.5048537772901724,-0.7917689358154582,0.3476450155075761,-1.0225046828560436,-1.6598454521757784,-0.5552110999087274,1.174743523698359,-0.2936089315175484,-1.0238890175729622,-0.0688626708459632,-0.042155837013662,-0.806455781658367,-0.1137831492275086,-0.8397066874459488,1.1871878865208392,-0.2484350058437196,-0.96575162864173,-0.7433007458099667,-1.0836365671508323,4.691778434718455,-0.9126483066731488,2.416475194710731,0.1646339935380658,-0.9570752820256646,-1.240492368370579,-0.7369731079285163,-0.633203017403281,-0.376069907078238,-0.1039519372879891,-0.2702002320334534,-0.0400915521149646,-0.0777051288508996,-1.964450335839952,0.144882201489633,118000,-0.8548683976106917,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
